HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Side,OnboardSpending
Earth,False,TRAPPIST-1e,33.0,False,673.0,194.0,548.0,59.0,40.0,False,F,P,1514.0
Earth,False,TRAPPIST-1e,19.0,False,3.0,6.0,20.0,60.0,719.0,False,G,P,808.0
Earth,False,TRAPPIST-1e,24.0,False,350.53903958944284,856.0,0.0,0.0,5.0,False,F,S,1211.5390395894428
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Europa,False,55 Cancri e,30.0,False,0.0,5734.0,0.0,5.0,1.0,True,A,S,5740.0
Europa,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,B,P,0.0
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Earth,True,PSO J318.5-22,33.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,True,PSO J318.5-22,46.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Europa,False,55 Cancri e,30.0,True,1250.0,865.0,0.0,3725.0,5416.0,False,B,P,11256.0
Earth,False,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,804.0,False,F,P,804.0
Earth,False,TRAPPIST-1e,19.0,False,1139.0,18.0,0.0,0.0,671.0,True,F,S,1828.0
Europa,False,55 Cancri e,22.0,False,0.0,5183.0,0.0,1080.0,2.0,True,B,S,6265.0
Europa,False,55 Cancri e,20.0,False,0.0,162.0,0.0,148.0,7619.0,False,B,S,7929.0
Earth,False,PSO J318.5-22,36.0,False,0.0,809.0,0.0,86.0,0.0,False,F,S,895.0
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,False,55 Cancri e,17.0,False,44.0,1535.0,10.0,51.0,0.0,True,E,S,1640.0
Earth,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,False,TRAPPIST-1e,20.0,False,0.0,4.0,429.0,0.0,287.0,False,G,S,720.0
Earth,False,55 Cancri e,19.0,False,30.0,1.0,1051.0,0.0,6.0,True,F,P,1088.0
Earth,False,PSO J318.5-22,24.0,False,662.0,0.0,0.0,0.0,9.0,False,F,S,671.0
Earth,False,55 Cancri e,43.0,False,0.0,6.0,730.0,1.0,0.0,False,F,P,737.0
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,False,TRAPPIST-1e,42.0,False,399.0,75.0,38.0,771.0,0.0,False,F,S,1283.0
Earth,False,TRAPPIST-1e,21.0,False,6.0,133.0,503.0,0.0,2.0,False,F,P,644.0
Europa,True,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Earth,True,TRAPPIST-1e,64.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,50.0,False,0.0,0.0,0.0,785.0,19.0,False,F,S,804.0
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,634.0,1.0,23.0,True,F,S,658.0
Earth,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Earth,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,2.0,0.0,694.0,0.0,22.0,True,E,P,718.0
Mars,False,TRAPPIST-1e,31.0,False,162.0,1211.0,4.0,0.0,1.0,True,E,S,1378.0
Europa,False,55 Cancri e,26.0,False,281.0,741.0,13.0,0.0,4724.0,False,C,P,5759.0
Europa,False,55 Cancri e,39.0,False,0.0,714.4862536656891,0.0,1528.0,1119.0,False,C,P,3361.486253665689
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,PSO J318.5-22,32.0,False,0.0,58.0,0.0,0.0,642.0,True,G,P,700.0
Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,True,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,TRAPPIST-1e,14.0,False,16.0,0.0,0.0,712.0,149.0,False,F,P,877.0
Earth,False,TRAPPIST-1e,68.0,False,0.0,286.0,0.0,1739.0,13.0,False,F,P,2038.0
Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,55.0,False,2.0,0.0,0.0,0.0,907.0,True,G,P,909.0
Earth,False,55 Cancri e,22.0,False,1430.0,0.0,0.0,0.0,423.0,False,G,S,1853.0
Europa,False,TRAPPIST-1e,34.0,False,0.0,5063.0,0.0,56.0,327.0,True,D,P,5446.0
Mars,False,TRAPPIST-1e,17.0,False,583.0,0.0,753.0,0.0,0.0,False,F,S,1336.0
Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Earth,False,TRAPPIST-1e,13.0,False,12.0,0.0,0.0,0.0,1963.0,False,F,P,1975.0
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Europa,False,TRAPPIST-1e,27.0,True,0.0,0.0,72.0,668.0,2713.0,False,C,P,3453.0
Earth,False,TRAPPIST-1e,17.0,False,350.53903958944284,1.0,533.0,326.0,0.0,True,E,P,1210.5390395894428
Europa,False,55 Cancri e,45.0,False,0.0,3559.0,0.0,3615.0,163.0,False,C,S,7337.0
Europa,False,55 Cancri e,28.0,False,167.0,2406.0,71.0,283.0,650.0,True,C,S,3577.0
Earth,False,TRAPPIST-1e,23.0,False,177.0,0.0,7.0,0.0,448.0,False,F,S,632.0
Europa,False,TRAPPIST-1e,24.0,False,1289.0,3343.0,0.0,4996.0,729.0,False,D,S,10357.0
Europa,False,TRAPPIST-1e,23.0,False,9.0,4081.0,0.0,0.0,16.0,True,D,S,4106.0
Earth,False,55 Cancri e,29.0,False,270.0,0.0,0.0,25.0,343.0,False,F,S,638.0
Earth,False,TRAPPIST-1e,46.0,False,430.0,0.0,340.0,52.0,61.0,False,G,P,883.0
Earth,False,PSO J318.5-22,17.0,False,8.0,911.0,0.0,0.0,0.0,True,F,P,919.0
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,4.0,35.0,769.0,False,G,P,808.0
Earth,False,TRAPPIST-1e,24.0,False,121.0,20.0,0.0,68.0,506.0,False,F,S,715.0
Europa,False,TRAPPIST-1e,40.0,False,19.0,10.0,1.0,4759.0,6007.0,False,A,P,10796.0
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,A,P,0.0
Europa,False,TRAPPIST-1e,38.0,False,0.0,590.0,2640.0,6202.0,99.0,False,C,P,9531.0
Europa,False,TRAPPIST-1e,65.0,False,51.0,4451.0,0.0,20.0,397.0,True,A,S,4919.0
Europa,False,TRAPPIST-1e,19.0,False,0.0,1342.0,0.0,152.0,556.0,True,A,S,2050.0
Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,872.0,0.0,1.0,True,F,S,873.0
Earth,False,55 Cancri e,38.0,False,0.0,717.0,0.0,0.0,0.0,False,F,S,717.0
Earth,False,TRAPPIST-1e,40.0,False,51.0,0.0,1.0,368.0,509.0,True,G,S,929.0
Earth,False,PSO J318.5-22,21.0,False,350.53903958944284,2.0,133.0,0.0,549.0,False,F,P,1034.5390395894428
Earth,False,TRAPPIST-1e,22.0,False,8.0,0.0,801.0,0.0,12.0,True,F,P,821.0
Earth,False,TRAPPIST-1e,33.0,False,356.0,714.4862536656891,0.0,245.0,0.0,False,F,P,1315.4862536656892
Mars,False,TRAPPIST-1e,18.0,False,29.0,0.0,2315.0,0.0,1.0,True,D,S,2345.0
Mars,False,TRAPPIST-1e,43.0,False,546.0,0.0,41.0,710.0,0.0,False,E,S,1297.0
Mars,False,TRAPPIST-1e,13.0,False,6726.0,0.0,1605.0,1266.0,0.0,False,F,S,9597.0
Mars,False,TRAPPIST-1e,26.0,False,1751.0,0.0,0.0,0.0,0.0,False,F,S,1751.0
Mars,False,TRAPPIST-1e,22.0,False,2300.0,0.0,22.0,256.0,0.0,False,D,S,2578.0
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,False,PSO J318.5-22,25.0,False,0.0,11.0,0.0,13.0,1344.0,False,F,S,1368.0
Mars,False,TRAPPIST-1e,29.0,False,216.0,10.0,611.0,594.0,0.0,False,F,S,1431.0
Mars,False,TRAPPIST-1e,49.0,False,1624.0,0.0,68.0,485.74408365437534,0.0,False,F,S,2177.7440836543756
Europa,True,55 Cancri e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Mars,False,TRAPPIST-1e,45.0,False,10.0,1095.0,1474.0,0.0,0.0,True,D,S,2579.0
Earth,False,PSO J318.5-22,45.0,False,0.0,0.0,734.0,3.0,5.0,True,F,S,742.0
Europa,False,TRAPPIST-1e,30.0,False,63.0,9314.0,249.0,2624.0,4538.0,False,C,S,16788.0
Earth,False,TRAPPIST-1e,29.0,False,776.0,0.0,4.0,0.0,23.0,False,F,S,803.0
Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,False,F,S,0.0
Earth,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Earth,False,55 Cancri e,20.0,False,1.0,0.0,0.0,4926.0,1.0,False,G,S,4928.0
Earth,False,TRAPPIST-1e,33.0,False,235.0,2.0,1.0,650.0,0.0,False,G,P,888.0
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Mars,False,TRAPPIST-1e,24.0,False,600.0,593.0,1404.0,0.0,1.0,False,F,P,2598.0
Mars,False,TRAPPIST-1e,29.0,False,860.0,305.0,18.0,1415.0,0.0,False,F,P,2598.0
Europa,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,D,S,0.0
Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Europa,False,TRAPPIST-1e,31.0,False,0.0,8718.0,0.0,13036.0,267.0,False,F,S,22021.0
Earth,True,PSO J318.5-22,26.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Mars,False,TRAPPIST-1e,49.0,False,0.0,0.0,1058.0,0.0,0.0,True,D,S,1058.0
Earth,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,True,PSO J318.5-22,14.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,55 Cancri e,21.0,False,770.0,0.0,0.0,40.0,0.0,False,G,S,810.0
Earth,False,TRAPPIST-1e,18.0,False,0.0,1.0,0.0,80.0,826.0,False,G,P,907.0
Earth,False,TRAPPIST-1e,27.0,False,717.0,0.0,0.0,0.0,0.0,False,F,S,717.0
Earth,False,TRAPPIST-1e,19.0,False,721.0,62.0,7.0,0.0,0.0,True,F,P,790.0
Earth,False,TRAPPIST-1e,22.0,False,624.0,0.0,0.0,0.0,185.0,False,G,P,809.0
Earth,False,TRAPPIST-1e,17.0,False,736.0,0.0,2.0,20.0,0.0,False,F,P,758.0
Earth,False,PSO J318.5-22,13.0,False,0.0,2.0,480.0,10.0,176.0,False,F,P,668.0
Earth,False,TRAPPIST-1e,26.0,False,0.0,714.4862536656891,0.0,91.0,900.0,False,E,P,1705.4862536656892
Mars,False,TRAPPIST-1e,27.0,False,1054.0,0.0,43.0,85.0,0.0,False,D,S,1182.0
Mars,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Mars,False,TRAPPIST-1e,20.0,False,1146.0,0.0,0.0,0.0,3.0,False,F,P,1149.0
Earth,False,TRAPPIST-1e,20.0,False,75.0,0.0,0.0,1545.0,0.0,False,E,P,1620.0
Earth,False,TRAPPIST-1e,23.0,False,426.0,0.0,362.0,0.0,0.0,False,E,P,788.0
Earth,False,TRAPPIST-1e,61.0,False,2.0,0.0,17.0,868.0,28.0,False,G,S,915.0
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Earth,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Mars,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,698.0,0.0,0.0,True,F,P,698.0
Earth,False,55 Cancri e,66.0,False,0.0,0.0,1610.0,0.0,0.0,True,E,P,1610.0
Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,TRAPPIST-1e,21.0,False,0.0,1433.0,0.0,1234.0,0.0,False,F,S,2667.0
Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Earth,True,TRAPPIST-1e,56.0,False,0.0,0.0,0.0,0.0,0.0,False,F,S,0.0
Earth,False,TRAPPIST-1e,15.0,False,0.0,951.0,128.0,0.0,0.0,False,F,P,1079.0
Mars,False,TRAPPIST-1e,27.0,False,1146.0,0.0,47.0,0.0,105.0,True,E,S,1298.0
Earth,False,TRAPPIST-1e,13.0,False,579.0,226.0,61.0,1.0,7.0,False,F,S,874.0
Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,TRAPPIST-1e,45.0,False,2138.0,0.0,0.0,659.0,0.0,False,F,P,2797.0
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Earth,False,TRAPPIST-1e,19.0,False,78.0,0.0,0.0,550.0,0.0,False,G,P,628.0
Earth,False,TRAPPIST-1e,49.0,False,651.0,25.0,0.0,849.0,2.0,False,F,S,1527.0
Earth,False,TRAPPIST-1e,21.0,False,0.0,820.0,0.0,45.0,0.0,True,F,S,865.0
Earth,False,TRAPPIST-1e,18.0,False,0.0,402.0,2027.0,0.0,0.0,True,F,S,2429.0
Mars,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,6.0,745.0,22.0,False,G,P,773.0
Europa,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Earth,False,PSO J318.5-22,20.0,False,38.0,220.0,495.0,0.0,476.35311409149364,False,F,P,1229.3531140914936
Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Mars,False,TRAPPIST-1e,20.0,False,212.0,0.0,991.0,0.0,13.0,False,F,S,1216.0
Earth,False,TRAPPIST-1e,24.0,False,388.0,0.0,7.0,409.0,0.0,False,F,P,804.0
Earth,False,TRAPPIST-1e,41.0,False,2.0,0.0,551.0,5577.0,68.0,False,G,P,6198.0
Earth,False,PSO J318.5-22,23.0,False,0.0,774.0,0.0,0.0,0.0,True,G,S,774.0
Earth,True,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,True,55 Cancri e,58.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Mars,True,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Europa,False,TRAPPIST-1e,30.0,False,437.0,3585.0,0.0,4488.0,281.0,False,C,S,8791.0
Earth,False,55 Cancri e,24.0,False,1.0,0.0,0.0,318.0,247.0,False,F,S,566.0
Europa,False,TRAPPIST-1e,31.0,False,46.0,1935.0,0.0,995.0,1254.0,False,B,P,4230.0
Mars,False,PSO J318.5-22,46.0,False,607.0,0.0,41.0,334.0,251.0,False,F,S,1233.0
Mars,False,TRAPPIST-1e,20.0,False,938.0,59.0,31.0,12.0,0.0,False,F,S,1040.0
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Earth,False,TRAPPIST-1e,30.0,False,0.0,236.0,0.0,1149.0,0.0,False,F,P,1385.0
Earth,False,55 Cancri e,24.0,False,0.0,421.0,0.0,207.0,63.0,False,F,P,691.0
Earth,False,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,628.0,0.0,False,G,P,628.0
Earth,False,TRAPPIST-1e,20.0,False,1750.0,0.0,446.0,0.0,76.0,False,F,S,2272.0
Mars,True,TRAPPIST-1e,48.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,PSO J318.5-22,25.0,False,0.0,0.0,619.0,0.0,70.0,False,F,P,689.0
Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,280.0,119.0,646.0,5.0,True,F,P,1050.0
Europa,False,TRAPPIST-1e,47.0,False,350.53903958944284,32.0,0.0,4027.0,1440.0,False,B,P,5849.539039589443
Europa,False,55 Cancri e,26.0,False,26.0,4587.0,0.0,102.0,0.0,True,B,P,4715.0
Europa,True,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Europa,False,55 Cancri e,42.0,False,0.0,1180.0,0.0,2677.0,283.0,False,B,P,4140.0
Earth,False,55 Cancri e,61.0,False,0.0,654.0,902.0,0.0,68.0,True,E,S,1624.0
Mars,False,TRAPPIST-1e,29.0,False,1443.0,1108.0,47.0,0.0,0.0,False,F,P,2598.0
Europa,False,55 Cancri e,32.0,False,0.0,1968.0,13.0,1051.0,476.35311409149364,True,D,S,3508.353114091494
Mars,False,TRAPPIST-1e,51.0,False,1671.0,0.0,17.0,0.0,0.0,False,F,P,1688.0
Mars,False,TRAPPIST-1e,43.0,False,2019.0,0.0,560.0,0.0,0.0,False,D,S,2579.0
Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,B,S,0.0
Earth,False,TRAPPIST-1e,31.0,False,0.0,0.0,187.0,602.0,0.0,False,E,S,789.0
Earth,False,PSO J318.5-22,13.0,False,0.0,14.0,857.0,0.0,72.0,False,F,S,943.0
Earth,False,TRAPPIST-1e,20.0,False,546.0,0.0,228.0,0.0,0.0,False,G,S,774.0
Earth,False,TRAPPIST-1e,29.0,False,1356.0,20.0,0.0,13.0,0.0,False,F,S,1389.0
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,False,G,S,0.0
Earth,False,TRAPPIST-1e,15.0,False,0.0,2347.0,0.0,380.0,0.0,True,F,S,2727.0
Earth,False,TRAPPIST-1e,50.0,False,0.0,5.0,0.0,2170.0,0.0,False,F,P,2175.0
Europa,False,55 Cancri e,41.0,True,0.0,29813.0,0.0,1257.0,6.0,True,A,S,31076.0
Europa,False,TRAPPIST-1e,43.0,False,2.0,2229.0,33.0,6.0,198.0,True,A,S,2468.0
Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,A,S,0.0
Europa,False,TRAPPIST-1e,36.0,False,0.0,3206.0,0.0,698.0,72.0,False,A,S,3976.0
Earth,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,TRAPPIST-1e,47.0,False,0.0,0.0,880.0,0.0,2.0,True,G,S,882.0
Earth,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,27.0,False,0.0,86.0,0.0,252.0,570.0,False,G,S,908.0
Earth,False,TRAPPIST-1e,14.0,False,0.0,600.0,0.0,204.0,0.0,True,F,S,804.0
Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Mars,False,TRAPPIST-1e,63.0,False,1172.0,0.0,1.0,485.74408365437534,0.0,False,E,S,1658.7440836543753
Earth,False,TRAPPIST-1e,22.0,False,48.0,329.0,182.0,26.0,154.0,False,F,S,739.0
Mars,False,TRAPPIST-1e,32.0,False,2.0,416.0,26.0,510.0,0.0,False,E,S,954.0
Earth,False,55 Cancri e,31.0,False,0.0,14.0,671.0,1.0,3.0,False,F,S,689.0
Earth,False,TRAPPIST-1e,24.0,False,0.0,1220.0,0.0,140.0,0.0,False,F,S,1360.0
Earth,False,TRAPPIST-1e,39.0,False,9.0,18.0,0.0,2.0,878.0,False,G,P,907.0
Mars,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,E,P,0.0
Mars,False,55 Cancri e,20.0,False,552.0,8.0,1348.0,5.0,476.35311409149364,False,E,P,2389.353114091494
Mars,False,TRAPPIST-1e,31.0,False,21.0,0.0,1031.0,0.0,476.35311409149364,False,D,P,1528.3531140914936
Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,TRAPPIST-1e,24.0,False,2538.0,0.0,61.0,0.0,0.0,False,F,P,2599.0
Earth,False,TRAPPIST-1e,27.0,False,203.0,539.0,0.0,0.0,0.0,False,F,P,742.0
Europa,False,55 Cancri e,28.0,False,0.0,162.0,741.0,3733.0,99.0,True,C,S,4735.0
Europa,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,True,C,S,0.0
Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,A,S,0.0
Earth,False,PSO J318.5-22,26.0,False,93.0,0.0,469.0,0.0,0.0,True,F,S,562.0
Earth,False,TRAPPIST-1e,27.0,False,485.0,1109.0,921.0,0.0,1.0,False,F,P,2516.0
Earth,False,TRAPPIST-1e,22.0,False,38.0,483.0,80.0,47.0,121.0,True,G,P,769.0
Europa,False,55 Cancri e,62.0,False,320.0,1179.0,756.0,4996.0,85.0,False,A,S,7336.0
Europa,False,TRAPPIST-1e,58.0,False,2.0,1.0,14.0,2.0,1153.0,False,A,S,1172.0
Earth,False,TRAPPIST-1e,37.0,False,0.0,1368.0,0.0,485.74408365437534,960.0,False,G,P,2813.7440836543756
Earth,False,TRAPPIST-1e,54.0,False,701.0,32.0,171.0,8.0,0.0,False,G,S,912.0
Earth,False,TRAPPIST-1e,26.0,False,0.0,10.0,0.0,702.0,1.0,False,F,P,713.0
Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Earth,True,TRAPPIST-1e,47.0,False,0.0,0.0,0.0,0.0,0.0,True,G,S,0.0
Europa,False,TRAPPIST-1e,27.0,True,0.0,3341.0,270.12864211105006,80.0,654.0,True,C,P,4345.12864211105
Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,B,P,0.0
Earth,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,29.0,False,0.0,0.0,885.0,0.0,0.0,True,F,S,885.0
Earth,False,55 Cancri e,43.0,False,485.0,4.0,136.0,48.0,0.0,False,G,P,673.0
Earth,False,TRAPPIST-1e,42.0,False,0.0,0.0,32.0,772.0,0.0,False,F,P,804.0
Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,13.0,0.0,868.0,True,F,S,881.0
Mars,False,TRAPPIST-1e,30.0,False,616.0,0.0,185.0,210.0,475.0,False,F,P,1486.0
Mars,False,TRAPPIST-1e,43.0,False,2318.0,0.0,647.0,81.0,0.0,True,E,S,3046.0
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,False,G,P,0.0
Mars,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,F,P,0.0
Mars,False,TRAPPIST-1e,46.0,False,171.0,0.0,1257.0,5.0,0.0,True,F,P,1433.0
Earth,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,S,0.0
Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,G,P,0.0
Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,10.0,778.0,False,E,S,788.0
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Mars,False,PSO J318.5-22,36.0,False,241.0,0.0,670.0,0.0,0.0,False,F,P,911.0
Earth,False,TRAPPIST-1e,19.0,False,26.0,313.0,470.0,0.0,0.0,False,G,S,809.0
Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,C,P,0.0
Europa,False,55 Cancri e,47.0,False,0.0,140.0,270.12864211105006,85.0,3970.0,False,B,S,4465.12864211105
Europa,False,TRAPPIST-1e,18.0,False,20.0,1064.0,0.0,0.0,11643.0,False,B,S,12727.0
Earth,False,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,E,P,0.0
Earth,False,TRAPPIST-1e,20.0,False,0.0,544.0,1.0,0.0,378.0,False,F,P,923.0
Mars,False,TRAPPIST-1e,18.0,False,262.0,302.0,1127.0,4225.0,0.0,False,F,P,5916.0
Earth,False,TRAPPIST-1e,37.0,False,0.0,1.0,0.0,219.0,476.35311409149364,False,F,P,696.3531140914936
Earth,False,TRAPPIST-1e,22.0,False,12.0,746.0,802.0,58.0,0.0,False,E,S,1618.0
Mars,False,TRAPPIST-1e,37.0,False,20.0,0.0,2559.0,20.0,0.0,True,F,P,2599.0
